♠J,♥7,♣10,♣2,♣J | Pair
♥7,♣10,♠5,♣J,♠10 | Pair
♥7,♣10,♠5,♠10,♥3 | Pair
♥7,♣10,♠5,♠10,♠6 | Pair
♥7,♣10,♠5,♠10,♦8 | Pair
♥7,♣10,♠5,♠10,♣4 | Pair
♥7,♣10,♥8,♠Q,♠10 | Pair
♥7,♣10,♥8,♠Q,♦8 | Pair
♥7,♣10,♥8,♠3,♠10 | Pair
♥7,♣10,♥8,♠3,♥3 | Pair
♥7,♣10,♥8,♠3,♦8 | Pair
♥7,♣10,♥8,♣J,♠10 | Pair
♥7,♣10,♥8,♣J,♦8 | Pair
♥7,♣10,♥8,♠10,♥3 | Pair
♥7,♣10,♥8,♠10,♠6 | Pair
♥7,♣10,♥8,♠10,♦8 | Two Pairs
♥7,♣10,♥8,♠10,♣4 | Pair
♥7,♣10,♥8,♥3,♦8 | Pair
♥7,♣10,♥8,♠6,♦8 | Pair
♥7,♣10,♥8,♦8,♣4 | Pair
♥7,♣10,♠Q,♠3,♠10 | Pair
♥7,♣10,♠Q,♠3,♥3 | Pair
♥7,♣10,♠Q,♣J,♠10 | Pair
♥7,♣10,♠Q,♠10,♥3 | Pair
♥7,♣10,♠Q,♠10,♠6 | Pair
♥7,♣10,♠Q,♠10,♦8 | Pair
♥7,♣10,♠Q,♠10,♣4 | Pair
♥7,♣10,♠3,♣J,♠10 | Pair
♥7,♣10,♠3,♣J,♥3 | Pair
♥7,♣10,♠3,♠10,♥3 | Two Pairs
♥7,♣10,♠3,♠10,♠6 | Pair
♥7,♣10,♠3,♠10,♦8 | Pair
♥7,♣10,♠3,♠10,♣4 | Pair
♥7,♣10,♠3,♥3,♠6 | Pair
♥7,♣10,♠3,♥3,♦8 | Pair
♥7,♣10,♠3,♥3,♣4 | Pair
♥7,♣10,♣J,♠10,♥3 | Pair
♥7,♣10,♣J,♠10,♠6 | Pair
♥7,♣10,♣J,♠10,♦8 | Pair
♥7,♣10,♣J,♠10,♣4 | Pair
♥7,♣10,♠10,♥3,♠6 | Pair
♥7,♣10,♠10,♥3,♦8 | Pair
♥7,♣10,♠10,♥3,♣4 | Pair
♥7,♣10,♠10,♠6,♦8 | Pair
♥7,♣10,♠10,♠6,♣4 | Pair
♥7,♣10,♠10,♦8,♣4 | Pair
♥7,♣2,♣Q,♠5,♠Q | Pair
♥7,♣2,♣Q,♥8,♠Q | Pair
♥7,♣2,♣Q,♥8,♦8 | Pair
♥7,♣2,♣Q,♠Q,♠3 | Pair
♥7,♣2,♣Q,♠Q,♣J | Pair
♥7,♣2,♣Q,♠Q,♠10 | Pair
♥7,♣2,♣Q,♠Q,♥3 | Pair
♥7,♣2,♣Q,♠Q,♠6 | Pair
♥7,♣2,♣Q,♠Q,♦8 | Pair
♥7,♣2,♣Q,♠Q,♣4 | Pair
♥7,♣2,♣Q,♠3,♥3 | Pair
♥7,♣2,♠5,♥8,♦8 | Pair
♥7,♣2,♠5,♠3,♥3 | Pair
♥7,♣2,♥8,♠Q,♦8 | Pair
♥7,♣2,♥8,♠3,♥3 | Pair
♥7,♣2,♥8,♠3,♦8 | Pair
♥7,♣2,♥8,♣J,♦8 | Pair
♥7,♣2,♥8,♠10,♦8 | Pair
♥7,♣2,♥8,♥3,♦8 | Pair
♥7,♣2,♥8,♠6,♦8 | Pair
♥7,♣2,♥8,♦8,♣4 | Pair
♥7,♣2,♠Q,♠3,♥3 | Pair
♥7,♣2,♠3,♣J,♥3 | Pair
♥7,♣2,♠3,♠10,♥3 | Pair
♥7,♣2,♠3,♥3,♠6 | Pair
♥7,♣2,♠3,♥3,♦8 | Pair
♥7,♣2,♠3,♥3,♣4 | Pair
♥7,♣Q,♠5,♥8,♠Q | Pair
♥7,♣Q,♠5,♥8,♦8 | Pair
♥7,♣Q,♠5,♠Q,♠3 | Pair
♥7,♣Q,♠5,♠Q,♣J | Pair
♥7,♣Q,♠5,♠Q,♠10 | Pair
♥7,♣Q,♠5,♠Q,♥3 | Pair
♥7,♣Q,♠5,♠Q,♠6 | Pair
♥7,♣Q,♠5,♠Q,♦8 | Pair
♥7,♣Q,♠5,♠Q,♣4 | Pair
♥7,♣Q,♠5,♠3,♥3 | Pair
♥7,♣Q,♥8,♠Q,♠3 | Pair
♥7,♣Q,♥8,♠Q,♣J | Pair
♥7,♣Q,♥8,♠Q,♠10 | Pair
♥7,♣Q,♥8,♠Q,♥3 | Pair
♥7,♣Q,♥8,♠Q,♠6 | Pair
♥7,♣Q,♥8,♠Q,♦8 | Two Pairs
♥7,♣Q,♥8,♠Q,♣4 | Pair
♥7,♣Q,♥8,♠3,♥3 | Pair
♥7,♣Q,♥8,♠3,♦8 | Pair
♥7,♣Q,♥8,♣J,♦8 | Pair
♥7,♣Q,♥8,♠10,♦8 | Pair
♥7,♣Q,♥8,♥3,♦8 | Pair
♥7,♣Q,♥8,♠6,♦8 | Pair
♥7,♣Q,♥8,♦8,♣4 | Pair
♥7,♣Q,♠Q,♠3,♣J | Pair
♥7,♣Q,♠Q,♠3,♠10 | Pair
♥7,♣Q,♠Q,♠3,♥3 | Two Pairs
♥7,♣Q,♠Q,♠3,♠6 | Pair
♥7,♣Q,♠Q,♠3,♦8 | Pair
♥7,♣Q,♠Q,♠3,♣4 | Pair
♥7,♣Q,♠Q,♣J,♠10 | Pair
♥7,♣Q,♠Q,♣J,♥3 | Pair
♥7,♣Q,♠Q,♣J,♠6 | Pair
♥7,♣Q,♠Q,♣J,♦8 | Pair
♥7,♣Q,♠Q,♣J,♣4 | Pair
♥7,♣Q,♠Q,♠10,♥3 | Pair
♥7,♣Q,♠Q,♠10,♠6 | Pair
♥7,♣Q,♠Q,♠10,♦8 | Pair
♥7,♣Q,♠Q,♠10,♣4 | Pair
♥7,♣Q,♠Q,♥3,♠6 | Pair
♥7,♣Q,♠Q,♥3,♦8 | Pair
♥7,♣Q,♠Q,♥3,♣4 | Pair
♥7,♣Q,♠Q,♠6,♦8 | Pair
♥7,♣Q,♠Q,♠6,♣4 | Pair
♥7,♣Q,♠Q,♦8,♣4 | Pair
♥7,♣Q,♠3,♣J,♥3 | Pair
♥7,♣Q,♠3,♠10,♥3 | Pair
♥7,♣Q,♠3,♥3,♠6 | Pair
♥7,♣Q,♠3,♥3,♦8 | Pair
♥7,♣Q,♠3,♥3,♣4 | Pair
♥7,♠5,♥8,♠Q,♦8 | Pair
♥7,♠5,♥8,♠3,♥3 | Pair
♥7,♠5,♥8,♠3,♦8 | Pair
♥7,♠5,♥8,♣J,♦8 | Pair
♥7,♠5,♥8,♠10,♦8 | Pair
♥7,♠5,♥8,♥3,♦8 | Pair
♥7,♠5,♥8,♠6,♦8 | Pair
♥7,♠5,♥8,♠6,♣4 | Straight
♥7,♠5,♥8,♦8,♣4 | Pair
♥7,♠5,♠Q,♠3,♥3 | Pair
♥7,♠5,♠3,♣J,♥3 | Pair
♥7,♠5,♠3,♠10,♥3 | Pair
♥7,♠5,♠3,♥3,♠6 | Pair
♥7,♠5,♠3,♥3,♦8 | Pair
♥7,♠5,♠3,♥3,♣4 | Pair
♥7,♠5,♠3,♠6,♣4 | Straight
♥7,♠5,♥3,♠6,♣4 | Straight
♥7,♠5,♠6,♦8,♣4 | Straight
♥7,♥8,♠Q,♠3,♥3 | Pair
♥7,♥8,♠Q,♠3,♦8 | Pair
♥7,♥8,♠Q,♣J,♦8 | Pair
♥7,♥8,♠Q,♠10,♦8 | Pair
♥7,♥8,♠Q,♥3,♦8 | Pair
♥7,♥8,♠Q,♠6,♦8 | Pair
♥7,♥8,♠Q,♦8,♣4 | Pair
♥7,♥8,♠3,♣J,♥3 | Pair
♥7,♥8,♠3,♣J,♦8 | Pair
♥7,♥8,♠3,♠10,♥3 | Pair
♥7,♥8,♠3,♠10,♦8 | Pair
♥7,♥8,♠3,♥3,♠6 | Pair
♥7,♥8,♠3,♥3,♦8 | Two Pairs
♥7,♥8,♠3,♥3,♣4 | Pair
♥7,♥8,♠3,♠6,♦8 | Pair
♥7,♥8,♠3,♦8,♣4 | Pair
♥7,♥8,♣J,♠10,♦8 | Pair
♥7,♥8,♣J,♥3,♦8 | Pair
♥7,♥8,♣J,♠6,♦8 | Pair
♥7,♥8,♣J,♦8,♣4 | Pair
♥7,♥8,♠10,♥3,♦8 | Pair
♥7,♥8,♠10,♠6,♦8 | Pair
♥7,♥8,♠10,♦8,♣4 | Pair
♥7,♥8,♥3,♠6,♦8 | Pair
♥7,♥8,♥3,♦8,♣4 | Pair
♥7,♥8,♠6,♦8,♣4 | Pair
♥7,♠Q,♠3,♣J,♥3 | Pair
♥7,♠Q,♠3,♠10,♥3 | Pair
♥7,♠Q,♠3,♥3,♠6 | Pair
♥7,♠Q,♠3,♥3,♦8 | Pair
♥7,♠Q,♠3,♥3,♣4 | Pair
♥7,♠3,♣J,♠10,♥3 | Pair
♥7,♠3,♣J,♥3,♠6 | Pair
♥7,♠3,♣J,♥3,♦8 | Pair
♥7,♠3,♣J,♥3,♣4 | Pair
♥7,♠3,♠10,♥3,♠6 | Pair
♥7,♠3,♠10,♥3,♦8 | Pair
♥7,♠3,♠10,♥3,♣4 | Pair
♥7,♠3,♥3,♠6,♦8 | Pair
♥7,♠3,♥3,♠6,♣4 | Pair
♥7,♠3,♥3,♦8,♣4 | Pair
♣10,♣2,♣Q,♠5,♠Q | Pair
♣10,♣2,♣Q,♠5,♠10 | Pair
♣10,♣2,♣Q,♥8,♠Q | Pair
♣10,♣2,♣Q,♥8,♠10 | Pair
♣10,♣2,♣Q,♥8,♦8 | Pair
♣10,♣2,♣Q,♠Q,♠3 | Pair
♣10,♣2,♣Q,♠Q,♣J | Pair
♣10,♣2,♣Q,♠Q,♠10 | Two Pairs
♣10,♣2,♣Q,♠Q,♥3 | Pair
♣10,♣2,♣Q,♠Q,♠6 | Pair
♣10,♣2,♣Q,♠Q,♦8 | Pair
♣10,♣2,♣Q,♠Q,♣4 | Pair
♣10,♣2,♣Q,♠3,♠10 | Pair
♣10,♣2,♣Q,♠3,♥3 | Pair
♣10,♣2,♣Q,♣J,♠10 | Pair
♣10,♣2,♣Q,♣J,♣4 | Flush
♣10,♣2,♣Q,♠10,♥3 | Pair
♣10,♣2,♣Q,♠10,♠6 | Pair
♣10,♣2,♣Q,♠10,♦8 | Pair
♣10,♣2,♣Q,♠10,♣4 | Pair
♣10,♣2,♠5,♥8,♠10 | Pair
♣10,♣2,♠5,♥8,♦8 | Pair
♣10,♣2,♠5,♠Q,♠10 | Pair
♣10,♣2,♠5,♠3,♠10 | Pair
♣10,♣2,♠5,♠3,♥3 | Pair
♣10,♣2,♠5,♣J,♠10 | Pair
♣10,♣2,♠5,♠10,♥3 | Pair
♣10,♣2,♠5,♠10,♠6 | Pair
♣10,♣2,♠5,♠10,♦8 | Pair
♣10,♣2,♠5,♠10,♣4 | Pair
♣10,♣2,♥8,♠Q,♠10 | Pair
♣10,♣2,♥8,♠Q,♦8 | Pair
♣10,♣2,♥8,♠3,♠10 | Pair
♣10,♣2,♥8,♠3,♥3 | Pair
♣10,♣2,♥8,♠3,♦8 | Pair
♣10,♣2,♥8,♣J,♠10 | Pair
♣10,♣2,♥8,♣J,♦8 | Pair
♣10,♣2,♥8,♠10,♥3 | Pair
♣10,♣2,♥8,♠10,♠6 | Pair
♣10,♣2,♥8,♠10,♦8 | Two Pairs
♣10,♣2,♥8,♠10,♣4 | Pair
♣10,♣2,♥8,♥3,♦8 | Pair
♣10,♣2,♥8,♠6,♦8 | Pair
♣10,♣2,♥8,♦8,♣4 | Pair
♣10,♣2,♠Q,♠3,♠10 | Pair
♣10,♣2,♠Q,♠3,♥3 | Pair
♣10,♣2,♠Q,♣J,♠10 | Pair
♣10,♣2,♠Q,♠10,♥3 | Pair
♣10,♣2,♠Q,♠10,♠6 | Pair
♣10,♣2,♠Q,♠10,♦8 | Pair
♣10,♣2,♠Q,♠10,♣4 | Pair
♣10,♣2,♠3,♣J,♠10 | Pair
♣10,♣2,♠3,♣J,♥3 | Pair
♣10,♣2,♠3,♠10,♥3 | Two Pairs
♣10,♣2,♠3,♠10,♠6 | Pair
♣10,♣2,♠3,♠10,♦8 | Pair
♣10,♣2,♠3,♠10,♣4 | Pair
♣10,♣2,♠3,♥3,♠6 | Pair
♣10,♣2,♠3,♥3,♦8 | Pair
♣10,♣2,♠3,♥3,♣4 | Pair
♣10,♣2,♣J,♠10,♥3 | Pair
♣10,♣2,♣J,♠10,♠6 | Pair
♣10,♣2,♣J,♠10,♦8 | Pair
♣10,♣2,♣J,♠10,♣4 | Pair
♣10,♣2,♠10,♥3,♠6 | Pair
♣10,♣2,♠10,♥3,♦8 | Pair
♣10,♣2,♠10,♥3,♣4 | Pair
♣10,♣2,♠10,♠6,♦8 | Pair
♣10,♣2,♠10,♠6,♣4 | Pair
♣10,♣2,♠10,♦8,♣4 | Pair
♣10,♣Q,♠5,♥8,♠Q | Pair
♣10,♣Q,♠5,♥8,♠10 | Pair
♣10,♣Q,♠5,♥8,♦8 | Pair
♣10,♣Q,♠5,♠Q,♠3 | Pair
♣10,♣Q,♠5,♠Q,♣J | Pair
♣10,♣Q,♠5,♠Q,♠10 | Two Pairs
♣10,♣Q,♠5,♠Q,♥3 | Pair
♣10,♣Q,♠5,♠Q,♠6 | Pair
♣10,♣Q,♠5,♠Q,♦8 | Pair
♣10,♣Q,♠5,♠Q,♣4 | Pair
♣10,♣Q,♠5,♠3,♠10 | Pair
♣10,♣Q,♠5,♠3,♥3 | Pair
♣10,♣Q,♠5,♣J,♠10 | Pair
♣10,♣Q,♠5,♠10,♥3 | Pair
♣10,♣Q,♠5,♠10,♠6 | Pair
♣10,♣Q,♠5,♠10,♦8 | Pair
♣10,♣Q,♠5,♠10,♣4 | Pair
♣10,♣Q,♥8,♠Q,♠3 | Pair
♣10,♣Q,♥8,♠Q,♣J | Pair
♣10,♣Q,♥8,♠Q,♠10 | Two Pairs
♣10,♣Q,♥8,♠Q,♥3 | Pair
♣10,♣Q,♥8,♠Q,♠6 | Pair
♣10,♣Q,♥8,♠Q,♦8 | Two Pairs
♣10,♣Q,♥8,♠Q,♣4 | Pair
♣10,♣Q,♥8,♠3,♠10 | Pair
♣10,♣Q,♥8,♠3,♥3 | Pair
♣10,♣Q,♥8,♠3,♦8 | Pair
♣10,♣Q,♥8,♣J,♠10 | Pair
♣10,♣Q,♥8,♣J,♦8 | Pair
♣10,♣Q,♥8,♠10,♥3 | Pair
♣10,♣Q,♥8,♠10,♠6 | Pair
♣10,♣Q,♥8,♠10,♦8 | Two Pairs
♣10,♣Q,♥8,♠10,♣4 | Pair
♣10,♣Q,♥8,♥3,♦8 | Pair
♣10,♣Q,♥8,♠6,♦8 | Pair
♣10,♣Q,♥8,♦8,♣4 | Pair
♣10,♣Q,♠Q,♠3,♣J | Pair
♣10,♣Q,♠Q,♠3,♠10 | Two Pairs
♣10,♣Q,♠Q,♠3,♥3 | Two Pairs
♣10,♣Q,♠Q,♠3,♠6 | Pair
♣10,♣Q,♠Q,♠3,♦8 | Pair
♣10,♣Q,♠Q,♠3,♣4 | Pair
♣10,♣Q,♠Q,♣J,♠10 | Two Pairs
♣10,♣Q,♠Q,♣J,♥3 | Pair
♣10,♣Q,♠Q,♣J,♠6 | Pair
♣10,♣Q,♠Q,♣J,♦8 | Pair
♣10,♣Q,♠Q,♣J,♣4 | Pair
♣10,♣Q,♠Q,♠10,♥3 | Two Pairs
♣10,♣Q,♠Q,♠10,♠6 | Two Pairs
♣10,♣Q,♠Q,♠10,♦8 | Two Pairs
♣10,♣Q,♠Q,♠10,♣4 | Two Pairs
♣10,♣Q,♠Q,♥3,♠6 | Pair
♣10,♣Q,♠Q,♥3,♦8 | Pair
♣10,♣Q,♠Q,♥3,♣4 | Pair
♣10,♣Q,♠Q,♠6,♦8 | Pair
♣10,♣Q,♠Q,♠6,♣4 | Pair
♣10,♣Q,♠Q,♦8,♣4 | Pair
♣10,♣Q,♠3,♣J,♠10 | Pair
♣10,♣Q,♠3,♣J,♥3 | Pair
♣10,♣Q,♠3,♠10,♥3 | Two Pairs
♣10,♣Q,♠3,♠10,♠6 | Pair
♣10,♣Q,♠3,♠10,♦8 | Pair
♣10,♣Q,♠3,♠10,♣4 | Pair
♣10,♣Q,♠3,♥3,♠6 | Pair
♣10,♣Q,♠3,♥3,♦8 | Pair
♣10,♣Q,♠3,♥3,♣4 | Pair
♣10,♣Q,♣J,♠10,♥3 | Pair
♣10,♣Q,♣J,♠10,♠6 | Pair
♣10,♣Q,♣J,♠10,♦8 | Pair
♣10,♣Q,♣J,♠10,♣4 | Pair
♣10,♣Q,♠10,♥3,♠6 | Pair
♣10,♣Q,♠10,♥3,♦8 | Pair
♣10,♣Q,♠10,♥3,♣4 | Pair
♣10,♣Q,♠10,♠6,♦8 | Pair
♣10,♣Q,♠10,♠6,♣4 | Pair
♣10,♣Q,♠10,♦8,♣4 | Pair
♣10,♠5,♥8,♠Q,♠10 | Pair
♣10,♠5,♥8,♠Q,♦8 | Pair
♣10,♠5,♥8,♠3,♠10 | Pair
♣10,♠5,♥8,♠3,♥3 | Pair
♣10,♠5,♥8,♠3,♦8 | Pair
♣10,♠5,♥8,♣J,♠10 | Pair
♣10,♠5,♥8,♣J,♦8 | Pair
♣10,♠5,♥8,♠10,♥3 | Pair
♣10,♠5,♥8,♠10,♠6 | Pair
♣10,♠5,♥8,♠10,♦8 | Two Pairs
♣10,♠5,♥8,♠10,♣4 | Pair
♣10,♠5,♥8,♥3,♦8 | Pair
♣10,♠5,♥8,♠6,♦8 | Pair
♣10,♠5,♥8,♦8,♣4 | Pair
♣10,♠5,♠Q,♠3,♠10 | Pair
♣10,♠5,♠Q,♠3,♥3 | Pair
♣10,♠5,♠Q,♣J,♠10 | Pair
♣10,♠5,♠Q,♠10,♥3 | Pair
♣10,♠5,♠Q,♠10,♠6 | Pair
♣10,♠5,♠Q,♠10,♦8 | Pair
♣10,♠5,♠Q,♠10,♣4 | Pair
♣10,♠5,♠3,♣J,♠10 | Pair
♣10,♠5,♠3,♣J,♥3 | Pair
♣10,♠5,♠3,♠10,♥3 | Two Pairs
♣10,♠5,♠3,♠10,♠6 | Pair
♣10,♠5,♠3,♠10,♦8 | Pair
♣10,♠5,♠3,♠10,♣4 | Pair
♣10,♠5,♠3,♥3,♠6 | Pair
♣10,♠5,♠3,♥3,♦8 | Pair
♣10,♠5,♠3,♥3,♣4 | Pair
♣10,♠5,♣J,♠10,♥3 | Pair
♣10,♠5,♣J,♠10,♠6 | Pair
♣10,♠5,♣J,♠10,♦8 | Pair
♣10,♠5,♣J,♠10,♣4 | Pair
♣10,♠5,♠10,♥3,♠6 | Pair
♣10,♠5,♠10,♥3,♦8 | Pair
♣10,♠5,♠10,♥3,♣4 | Pair
♣10,♠5,♠10,♠6,♦8 | Pair
♣10,♠5,♠10,♠6,♣4 | Pair
♣10,♠5,♠10,♦8,♣4 | Pair
♣10,♥8,♠Q,♠3,♠10 | Pair
♣10,♥8,♠Q,♠3,♥3 | Pair
♣10,♥8,♠Q,♠3,♦8 | Pair
♣10,♥8,♠Q,♣J,♠10 | Pair
♣10,♥8,♠Q,♣J,♦8 | Pair
♣10,♥8,♠Q,♠10,♥3 | Pair
♣10,♥8,♠Q,♠10,♠6 | Pair
♣10,♥8,♠Q,♠10,♦8 | Two Pairs
♣10,♥8,♠Q,♠10,♣4 | Pair
♣10,♥8,♠Q,♥3,♦8 | Pair
♣10,♥8,♠Q,♠6,♦8 | Pair
♣10,♥8,♠Q,♦8,♣4 | Pair
♣10,♥8,♠3,♣J,♠10 | Pair
♣10,♥8,♠3,♣J,♥3 | Pair
♣10,♥8,♠3,♣J,♦8 | Pair
♣10,♥8,♠3,♠10,♥3 | Two Pairs
♣10,♥8,♠3,♠10,♠6 | Pair
♣10,♥8,♠3,♠10,♦8 | Two Pairs
♣10,♥8,♠3,♠10,♣4 | Pair
♣10,♥8,♠3,♥3,♠6 | Pair
♣10,♥8,♠3,♥3,♦8 | Two Pairs
♣10,♥8,♠3,♥3,♣4 | Pair
♣10,♥8,♠3,♠6,♦8 | Pair
♣10,♥8,♠3,♦8,♣4 | Pair
♣10,♥8,♣J,♠10,♥3 | Pair
♣10,♥8,♣J,♠10,♠6 | Pair
♣10,♥8,♣J,♠10,♦8 | Two Pairs
♣10,♥8,♣J,♠10,♣4 | Pair
♣10,♥8,♣J,♥3,♦8 | Pair
♣10,♥8,♣J,♠6,♦8 | Pair
♣10,♥8,♣J,♦8,♣4 | Pair
♣10,♥8,♠10,♥3,♠6 | Pair
♣10,♥8,♠10,♥3,♦8 | Two Pairs
♣10,♥8,♠10,♥3,♣4 | Pair
♣10,♥8,♠10,♠6,♦8 | Two Pairs
♣10,♥8,♠10,♠6,♣4 | Pair
♣10,♥8,♠10,♦8,♣4 | Two Pairs
♣10,♥8,♥3,♠6,♦8 | Pair
♣10,♥8,♥3,♦8,♣4 | Pair
♣10,♥8,♠6,♦8,♣4 | Pair
♣10,♠Q,♠3,♣J,♠10 | Pair
♣10,♠Q,♠3,♣J,♥3 | Pair
♣10,♠Q,♠3,♠10,♥3 | Two Pairs
♣10,♠Q,♠3,♠10,♠6 | Pair
♣10,♠Q,♠3,♠10,♦8 | Pair
♣10,♠Q,♠3,♠10,♣4 | Pair
♣10,♠Q,♠3,♥3,♠6 | Pair
♣10,♠Q,♠3,♥3,♦8 | Pair
♣10,♠Q,♠3,♥3,♣4 | Pair
♣10,♠Q,♣J,♠10,♥3 | Pair
♣10,♠Q,♣J,♠10,♠6 | Pair
♣10,♠Q,♣J,♠10,♦8 | Pair
♣10,♠Q,♣J,♠10,♣4 | Pair
♣10,♠Q,♠10,♥3,♠6 | Pair
♣10,♠Q,♠10,♥3,♦8 | Pair
♣10,♠Q,♠10,♥3,♣4 | Pair
♣10,♠Q,♠10,♠6,♦8 | Pair
♣10,♠Q,♠10,♠6,♣4 | Pair
♣10,♠Q,♠10,♦8,♣4 | Pair
♣10,♠3,♣J,♠10,♥3 | Two Pairs
♣10,♠3,♣J,♠10,♠6 | Pair
♣10,♠3,♣J,♠10,♦8 | Pair
♣10,♠3,♣J,♠10,♣4 | Pair
♣10,♠3,♣J,♥3,♠6 | Pair
♣10,♠3,♣J,♥3,♦8 | Pair
♣10,♠3,♣J,♥3,♣4 | Pair
♣10,♠3,♠10,♥3,♠6 | Two Pairs
♣10,♠3,♠10,♥3,♦8 | Two Pairs
♣10,♠3,♠10,♥3,♣4 | Two Pairs
♣10,♠3,♠10,♠6,♦8 | Pair
♣10,♠3,♠10,♠6,♣4 | Pair
♣10,♠3,♠10,♦8,♣4 | Pair
♣10,♠3,♥3,♠6,♦8 | Pair
♣10,♠3,♥3,♠6,♣4 | Pair
♣10,♠3,♥3,♦8,♣4 | Pair
♣10,♣J,♠10,♥3,♠6 | Pair
♣10,♣J,♠10,♥3,♦8 | Pair
♣10,♣J,♠10,♥3,♣4 | Pair
♣10,♣J,♠10,♠6,♦8 | Pair
♣10,♣J,♠10,♠6,♣4 | Pair
♣10,♣J,♠10,♦8,♣4 | Pair
♣10,♠10,♥3,♠6,♦8 | Pair
♣10,♠10,♥3,♠6,♣4 | Pair
♣10,♠10,♥3,♦8,♣4 | Pair
♣10,♠10,♠6,♦8,♣4 | Pair
♣2,♣Q,♠5,♥8,♠Q | Pair
♣2,♣Q,♠5,♥8,♦8 | Pair
♣2,♣Q,♠5,♠Q,♠3 | Pair
♣2,♣Q,♠5,♠Q,♣J | Pair
♣2,♣Q,♠5,♠Q,♠10 | Pair
♣2,♣Q,♠5,♠Q,♥3 | Pair
♣2,♣Q,♠5,♠Q,♠6 | Pair
♣2,♣Q,♠5,♠Q,♦8 | Pair
♣2,♣Q,♠5,♠Q,♣4 | Pair
♣2,♣Q,♠5,♠3,♥3 | Pair
♣2,♣Q,♥8,♠Q,♠3 | Pair
♣2,♣Q,♥8,♠Q,♣J | Pair
♣2,♣Q,♥8,♠Q,♠10 | Pair
♣2,♣Q,♥8,♠Q,♥3 | Pair
♣2,♣Q,♥8,♠Q,♠6 | Pair
♣2,♣Q,♥8,♠Q,♦8 | Two Pairs
♣2,♣Q,♥8,♠Q,♣4 | Pair
♣2,♣Q,♥8,♠3,♥3 | Pair
♣2,♣Q,♥8,♠3,♦8 | Pair
♣2,♣Q,♥8,♣J,♦8 | Pair
♣2,♣Q,♥8,♠10,♦8 | Pair
♣2,♣Q,♥8,♥3,♦8 | Pair
♣2,♣Q,♥8,♠6,♦8 | Pair
♣2,♣Q,♥8,♦8,♣4 | Pair
♣2,♣Q,♠Q,♠3,♣J | Pair
♣2,♣Q,♠Q,♠3,♠10 | Pair
♣2,♣Q,♠Q,♠3,♥3 | Two Pairs
♣2,♣Q,♠Q,♠3,♠6 | Pair
♣2,♣Q,♠Q,♠3,♦8 | Pair
♣2,♣Q,♠Q,♠3,♣4 | Pair
♣2,♣Q,♠Q,♣J,♠10 | Pair
♣2,♣Q,♠Q,♣J,♥3 | Pair
♣2,♣Q,♠Q,♣J,♠6 | Pair
♣2,♣Q,♠Q,♣J,♦8 | Pair
♣2,♣Q,♠Q,♣J,♣4 | Pair
♣2,♣Q,♠Q,♠10,♥3 | Pair
♣2,♣Q,♠Q,♠10,♠6 | Pair
♣2,♣Q,♠Q,♠10,♦8 | Pair
♣2,♣Q,♠Q,♠10,♣4 | Pair
♣2,♣Q,♠Q,♥3,♠6 | Pair
♣2,♣Q,♠Q,♥3,♦8 | Pair
♣2,♣Q,♠Q,♥3,♣4 | Pair
♣2,♣Q,♠Q,♠6,♦8 | Pair
♣2,♣Q,♠Q,♠6,♣4 | Pair
♣2,♣Q,♠Q,♦8,♣4 | Pair
♣2,♣Q,♠3,♣J,♥3 | Pair
♣2,♣Q,♠3,♠10,♥3 | Pair
♣2,♣Q,♠3,♥3,♠6 | Pair
♣2,♣Q,♠3,♥3,♦8 | Pair
♣2,♣Q,♠3,♥3,♣4 | Pair
♣2,♠5,♥8,♠Q,♦8 | Pair
♣2,♠5,♥8,♠3,♥3 | Pair
♣2,♠5,♥8,♠3,♦8 | Pair
♣2,♠5,♥8,♣J,♦8 | Pair
♣2,♠5,♥8,♠10,♦8 | Pair
♣2,♠5,♥8,♥3,♦8 | Pair
♣2,♠5,♥8,♠6,♦8 | Pair
♣2,♠5,♥8,♦8,♣4 | Pair
♣2,♠5,♠Q,♠3,♥3 | Pair
♣2,♠5,♠3,♣J,♥3 | Pair
♣2,♠5,♠3,♠10,♥3 | Pair
♣2,♠5,♠3,♥3,♠6 | Pair
♣2,♠5,♠3,♥3,♦8 | Pair
♣2,♠5,♠3,♥3,♣4 | Pair
♣2,♠5,♠3,♠6,♣4 | Straight
♣2,♠5,♥3,♠6,♣4 | Straight
♣2,♥8,♠Q,♠3,♥3 | Pair
♣2,♥8,♠Q,♠3,♦8 | Pair
♣2,♥8,♠Q,♣J,♦8 | Pair
♣2,♥8,♠Q,♠10,♦8 | Pair
♣2,♥8,♠Q,♥3,♦8 | Pair
♣2,♥8,♠Q,♠6,♦8 | Pair
♣2,♥8,♠Q,♦8,♣4 | Pair
♣2,♥8,♠3,♣J,♥3 | Pair
♣2,♥8,♠3,♣J,♦8 | Pair
♣2,♥8,♠3,♠10,♥3 | Pair
♣2,♥8,♠3,♠10,♦8 | Pair
♣2,♥8,♠3,♥3,♠6 | Pair
♣2,♥8,♠3,♥3,♦8 | Two Pairs
♣2,♥8,♠3,♥3,♣4 | Pair
♣2,♥8,♠3,♠6,♦8 | Pair
♣2,♥8,♠3,♦8,♣4 | Pair
♣2,♥8,♣J,♠10,♦8 | Pair
♣2,♥8,♣J,♥3,♦8 | Pair
♣2,♥8,♣J,♠6,♦8 | Pair
♣2,♥8,♣J,♦8,♣4 | Pair
